state,county,rgdp2012,rgdp2013,rgdp2014,rgdp2015
NC,Chatham,1268348,1284818,1200294,1226120
NC,Cherokee,606583,644908,640345,598799
NC,Chowan,366287,375593,394599,428940
NC,Clay,127682,126861,145059,132290
NC,Cleveland,2706702,2960119,3052064,2973086
NC,Columbus,1223094,1279622,1264197,1280328
NC,Craven,4293794,4420364,4368105,4329924
NC,Cumberland,16329966,16210872,16423715,16752683
NC,Currituck,692994,662294,624401,633004
NC,Dare,2559551,2289694,2236297,2106786
NC,Davidson,3438994,3496049,3703847,3921709
NC,Davie,874737,857469,947784,1057576
NC,Duplin,1835844,1925890,2095397,2136743
NC,Durham,32588544,34033641,34193765,36156867
NC,Edgecombe,1420142,1336469,1360266,1388238
NC,Forsyth,22250396,21204635,21128549,20897994
NC,Franklin,1030032,1052865,1030226,1045893
NC,Gaston,5674317,5789811,5827028,5892822
NC,Gates,117702,116525,127695,129803
NC,Graham,164804,194223,182358,192714
NC,Granville,2093983,2072107,1973540,1925995
NC,Greene,339053,339012,357514,374708
NC,Guilford,30292407,30432993,31253639,31474771
NC,Halifax,1360434,1397159,1321739,1332095
NC,Harnett,1782056,1867380,1869304,1903799
NC,Haywood,1299591,1282101,1253909,1247165
NC,Henderson,2891130,3154817,3472846,3580183
NC,Hertford,740495,724686,707639,710789
NC,Hoke,677986,710174,698664,746072
NC,Hyde,212149,211955,205514,200188
NC,Iredell,6596905,6734276,7051295,7151504
NC,Jackson,1015123,1099784,1150041,1154437
NC,Johnston,3712054,4005899,4085502,4114476
NC,Jones,164219,164629,188120,199761
NC,Lee,2967303,3205609,3223166,3143555
NC,Lenoir,2235878,2320877,2414950,2383081
NC,Lincoln,1588920,1678134,1693479,1771941
NC,McDowell,1184304,1156260,1102662,1137704
NC,Macon,798503,808325,863984,913678
NC,Madison,265557,253646,256548,264278
NC,Martin,573754,581260,581496,580649
NC,Mecklenburg,89101219,91857713,93801815,99317765
NC,Mitchell,366158,356088,362594,363310
NC,Montgomery,668248,684862,716249,722841
NC,Moore,2674039,2754366,2934823,3033679
NC,Nash,3670216,3740587,3742941,3724393
NC,New Hanover,9670785,10560291,11231175,11607740
NC,Northampton,429764,427228,427232,457017
NC,Onslow,7861880,7639764,7531886,7347963
NC,Orange,6680205,6624651,6567441,6810697
NC,Pamlico,206256,210479,209742,205928
NC,Pasquotank,1319194,1290936,1217599,1273234
NC,Pender,901934,882042,877809,927894
NC,Perquimans,171506,166892,178473,176444
NC,Person,1777388,1420064,1514616,1350615
NC,Pitt,6568410,6813850,6713656,7410991
NC,Polk,338778,347304,362319,354684
NC,Randolph,3453329,3345742,3302555,3411177
NC,Richmond,1615960,1466670,1425646,1602832
NC,Robeson,2626294,2582055,2756482,2785069
NC,Rockingham,3338629,3286663,3020857,2797376
NC,Rowan,4116043,4021091,4003546,4121405
NC,Rutherford,1441224,1406545,1392544,1355171
NC,Sampson,1705474,1701777,1775223,1801622
NC,Scotland,855806,833501,837164,808671
NC,Stanly,1472257,1456660,1473985,1551953
NC,Stokes,1287613,1077453,1110337,1034353
NC,Surry,2023091,2067123,2143665,2166909
NC,Swain,427611,449896,438459,456425
NC,Transylvania,724005,697894,744834,783926
NC,Tyrrell,92351,96388,90944,88928
NC,Union,5414649,5440586,5712243,5559302
NC,Vance,1078670,1039388,1061329,1083483
NC,Wake,56782425,58103481,60431718,64173747
NC,Warren,248849,247468,259041,265677
NC,Washington,221718,224902,226108,218970
NC,Watauga,1674341,1655980,1701665,1718978
NC,Wayne,4046802,4155122,4131958,4248708
NC,Wilkes,1949871,1971860,2122472,2109642
NC,Wilson,3629198,3498756,3493408,3558309
NC,Yadkin,737844,765018,768183,878113
NC,Yancey,256346,242472,243879,237250
ND,Adams,118655,104637,103846,104316
ND,Barnes,571885,606032,633687,638124
ND,Benson,268772,222709,227369,221724
ND,Billings,80761,78834,84871,71870
ND,Bottineau,413928,361704,384015,357150
ND,Bowman,243106,244616,221073,224775
ND,Burke,186945,169416,156990,134508
ND,Burleigh,4808926,5128519,5438105,5644420
ND,Cass,10798686,11055654,11561513,11627174
ND,Cavalier,306175,258104,249838,250201
ND,Dickey,274291,244986,247657,244449
ND,Divide,175397,162875,170088,153924
ND,Dunn,641863,693489,702919,621146
ND,Eddy,95300,83783,79824,80711
ND,Emmons,150496,120661,116984,113098
ND,Foster,240684,226225,219539,216505
ND,Golden Valley,152913,154855,156856,144883
ND,Grand Forks,3541898,3469268,3472523,3517700
ND,Grant,116251,93872,93609,90949
ND,Griggs,132485,135504,132397,140840
ND,Hettinger,142396,121897,121328,123797
ND,Kidder,116289,97113,95200,101225
ND,LaMoure,274771,233289,235191,236342
ND,Logan,122945,97397,95460,98555
ND,McHenry,200563,177634,172677,171524
ND,McIntosh,138710,112679,106148,106840
ND,McKenzie,1356256,1566426,1965547,2002531
ND,McLean,636093,668407,682350,683574
ND,Mercer,784600,875628,888326,927148
ND,Morton,1177292,1233013,1455321,1492466
ND,Mountrail,1106936,1422200,1716599,1623062
ND,Nelson,142004,121046,121168,119676
ND,Oliver,224045,225192,252778,256811
ND,Pembina,469862,405471,386279,387648
ND,Pierce,229185,206553,210031,234159
ND,Ramsey,575220,557680,571604,548915
ND,Ransom,248180,234847,231569,230875
ND,Renville,168827,154642,153334,124882
ND,Richland,826301,806965,800086,811231
ND,Rolette,325072,258725,264995,282403
ND,Sargent,409543,386085,432124,475877
ND,Sheridan,70602,53623,49342,45409
ND,Sioux,128720,110572,112382,113654
ND,Slope,77989,64816,58958,36664
ND,Stark,3688703,3777770,4500968,3855179
ND,Steele,171821,135427,119259,113002
ND,Stutsman,1049319,1027677,994364,1042113
ND,Towner,140353,111633,103275,100885
ND,Traill,437350,386271,390804,404309
ND,Walsh,680309,588886,574855,546022
ND,Ward,4598947,4818135,4991062,4764749
ND,Wells,277558,264612,288555,303647
ND,Williams,7028932,7612895,8700428,7562971
OH,Adams,1427668,1481257,1310236,1323084
OH,Allen,7096465,7050647,7758484,7359889
OH,Ashland,1410160,1452280,1463690,1463417
OH,Ashtabula,2540206,2494152,2564080,2490600
OH,Athens,1684078,1692375,1742590,1754932
OH,Auglaize,1837779,1942293,1923749,1884019
OH,Belmont,2444610,2600065,2866492,2766280
OH,Brown,689573,704614,702852,685393
OH,Butler,14592628,14753519,15666265,15713156
OH,Carroll,526817,662164,754262,1031483
OH,Champaign,886929,952931,966303,944808
OH,Clark,4000916,4076233,4183081,4174348
OH,Clermont,6047752,6326416,6239739,6089494
OH,Clinton,1577780,1618260,1718771,1741729
OH,Columbiana,2412272,2548271,2661261,2737789
OH,Coshocton,1265834,1354196,1553800,1551462
OH,Crawford,1149065,1132300,1118286,1114897
OH,Cuyahoga,85846145,86837363,91313401,93158163
OH,Darke,1568796,1645280,1628430,1656497
OH,Defiance,1381111,1463020,1512525,1543548
OH,Delaware,8950388,9505601,9615733,9730031
OH,Erie,4188564,4619197,4978687,4557724
OH,Fairfield,3338359,3485180,3538713,3624444
OH,Fayette,886974,920306,912029,891010
OH,Franklin,79311110,80764952,82963538,85593583
OH,Fulton,1623411,1712421,1810100,1930404
OH,Gallia,2247750,2092142,2131621,2050026
OH,Geauga,3410779,3368785,3488213,3472240
OH,Greene,7953656,7861304,8129604,8406604
OH,Guernsey,1170187,1232751,1371791,1441854
OH,Hamilton,67611998,68136303,68183428,68641493
OH,Hancock,4049831,4193439,4312056,4899080
OH,Hardin,751504,775257,799432,768937
OH,Harrison,319108,374201,455888,732214
OH,Henry,1042626,1057847,1053964,1019091
OH,Highland,936242,925384,932158,908895
OH,Hocking,532883,564622,569227,549808
OH,Holmes,1449548,1532101,1665452,1789278
OH,Huron,1997386,2050354,2053978,2048220
OH,Jackson,817472,842592,839333,812309
OH,Jefferson,2721907,3064843,2961530,2734808
OH,Knox,1712385,1719378,1774876,1724130
OH,Lake,10327131,9769590,10198940,10294773
OH,Lawrence,1389945,1301032,1370259,1475485
OH,Licking,4676377,4774254,4955639,5165022
OH,Logan,1983518,1924992,1929867,1720978
OH,Lorain,9349140,9275338,9677592,10206517
OH,Lucas,22454939,23315757,25955387,24404992
OH,Madison,1421256,1489805,1601660,1645788
OH,Mahoning,7968850,8082966,8266520,8185918
OH,Marion,2245941,2263948,2232638,2236244
OH,Medina,5670778,5952085,6298895,6114056
OH,Meigs,280670,286505,303432,320271
OH,Mercer,1596613,1705437,1775934,1737048
OH,Miami,3581224,3615016,3674888,3636905
OH,Monroe,345514,405224,585372,470387
OH,Montgomery,23957313,24052378,24231495,24399881
OH,Morgan,199283,202508,206037,211594
OH,Morrow,483783,496812,496393,525071
OH,Muskingum,2744141,3131801,3511787,3489924
OH,Noble,237949,321690,349589,523312
OH,Ottawa,1667240,1731539,1574211,1725459
OH,Paulding,426252,448497,457296,462381
OH,Perry,487233,506538,521352,508595
OH,Pickaway,1340204,1346947,1361587,1386885
OH,Pike,918769,996191,1136138,1196029
OH,Portage,4945496,4965985,4948785,5339931
OH,Preble,844580,888334,928118,893411
OH,Putnam,1043259,1078033,1086947,1069951
OH,Richland,3977772,3969461,4041310,3995044
OH,Ross,2248413,2247931,2342587,2255361
OH,Sandusky,2346727,2446491,2387340,2477182
OH,Scioto,2087841,2512170,2816168,2681554
OH,Seneca,1449538,1390724,1383578,1356930
OH,Shelby,2611827,2685807,2729184,2660606
OH,Stark,13826188,14452482,14994108,14856970
OH,Summit,25366402,25515274,26761819,27216608
OH,Trumbull,6760767,6714008,6976652,6907261
OH,Tuscarawas,2899603,2972004,3218985,3532697
OH,Union,3109986,3222111,3389872,3793821
OH,Van Wert,883478,910215,902601,979170
OH,Vinton,254404,247848,252132,242320
OH,Warren,7826623,8120277,8205054,8717100
OH,Washington,3095230,2986989,3306274,3642546
OH,Wayne,4435041,4696208,4921077,4930369
OH,Williams,1374297,1390068,1378874,1364271
OH,Wood,5530179,5658049,5847212,5885035
OH,Wyandot,736947,755269,785859,787657
OK,Adair,367722,362323,406779,433968
OK,Alfalfa,236455,228823,272623,316357
OK,Atoka,252384,263609,276321,270171
OK,Beaver,271074,255409,256578,230949
OK,Beckham,1501783,1563875,1714098,1578041
OK,Blaine,313832,299133,361363,368971
OK,Bryan,1172000,1183077,1148315,1162214
OK,Caddo,714983,687432,695649,670644
OK,Canadian,3195429,3305124,3568044,3629320
OK,Carter,2696262,2600704,2786015,2855818
OK,Cherokee,1067690,1058597,1062862,1140469
OK,Choctaw,382722,401902,392626,385535
OK,Cimarron,186055,162738,189919,200838
OK,Cleveland,7140552,7308934,7328595,7412565
OK,Coal,105732,92024,108982,110035
OK,Comanche,4509465,4490846,4415256,4380753
OK,Cotton,127647,115978,123740,133187
OK,Craig,440051,432637,444611,444435
OK,Creek,1685734,1646360,1721766,1641094
OK,Custer,1390785,1371030,1382371,1395539
OK,Delaware,720179,748314,807147,789963
OK,Dewey,239664,248985,264323,287823
OK,Ellis,247713,252441,268882,227056
OK,Garfield,3017997,3134372,3400670,3756457
OK,Garvin,1420596,1221928,1272650,1362952
OK,Grady,1278294,1255118,1348788,1282249
OK,Grant,190204,230163,271441,295381
OK,Greer,97198,90972,100791,100983
OK,Harmon,74949,73282,79605,78362
OK,Harper,164937,160899,175102,172703
OK,Haskell,270550,272486,279420,293057
OK,Hughes,286975,339624,427393,450208
OK,Jackson,851026,836521,847231,864249
OK,Jefferson,128467,117581,125712,119206
OK,Johnston,203613,201917,205674,208070
OK,Kay,1659924,1681980,1712248,1671553
OK,Kingfisher,679598,706138,828639,754983
OK,Kiowa,225386,229367,241620,229428
OK,Latimer,309375,297465,329854,394087
OK,Le Flore,1172685,1164303,1215086,1142319
OK,Lincoln,606990,600762,638163,616814
OK,Logan,687903,675869,693737,661352
OK,Love,333489,390238,388741,398617
OK,McClain,911980,897261,851164,862713
OK,McCurtain,820918,823426,843664,858462
OK,McIntosh,298203,280692,292198,283991
OK,Major,443151,374594,364953,423561
OK,Marshall,581578,589836,570445,527253
OK,Mayes,1410689,1454931,1438982,1453932
OK,Murray,449144,467054,477470,499087
OK,Muskogee,2914231,2947076,3033458,2847011
OK,Noble,606901,629863,635994,568012
OK,Nowata,149440,144021,153750,153007
OK,Okfuskee,186739,185881,201434,193830
OK,Oklahoma,48728268,49754565,51023581,55810698
OK,Okmulgee,719053,762829,757996,747356
OK,Osage,688782,650839,723361,728262
OK,Ottawa,806311,752674,749311,773831
OK,Pawnee,309435,301164,304597,298208
OK,Payne,3177311,2984978,3157744,3075267
OK,Pittsburg,1614674,1506217,1523274,1529111
OK,Pontotoc,1417768,1462383,1544194,1697937
OK,Pottawatomie,1625561,1680012,1771567,1787277
OK,Pushmataha,205834,209803,227525,238470
OK,Roger Mills,186393,183770,201389,177794
OK,Rogers,2719578,2988291,3137957,3062433
OK,Seminole,744536,752580,729848,704076
OK,Sequoyah,611816,606752,610660,615763
OK,Stephens,1904523,1870558,2170145,1850653
OK,Texas,1179128,1103486,1189703,1271917
OK,Tillman,180339,166940,181885,185903
OK,Tulsa,49629245,52066514,57499232,57970044
OK,Wagoner,912636,872576,898374,943906
OK,Washington,2679380,3220452,3891553,5528366
OK,Washita,272328,271105,288769,263878
OK,Woods,460212,471191,533905,706719
OK,Woodward,1311586,1389549,1500101,1282181
OR,Baker,430203,405864,419640,438343
OR,Benton,3802778,3883679,4118431,4308386
OR,Clackamas,15937531,16071636,16328140,17503891
OR,Clatsop,1360808,1385277,1423275,1429164
OR,Columbia,874680,871383,840556,913517
OR,Coos,1579210,1582592,1582342,1607970
OR,Crook,531187,512191,557939,579911
OR,Curry,459486,451251,454226,474763
OR,Deschutes,5986094,6098739,6437598,6756109
OR,Douglas,2683155,2670381,2657797,2861398
OR,Gilliam,172784,232070,242302,273800
OR,Grant,180648,173044,181248,186321
OR,Harney,190180,194679,210130,222316
OR,Hood River,899585,953938,1020488,1106335
OR,Jackson,6285409,6509910,6626835,6856148
OR,Jefferson,527901,484481,511436,529643
OR,Josephine,1801213,1811554,1890203,2019542
OR,Klamath,1745970,1732447,1702894,1862271
OR,Lake,206787,209598,221641,233637
OR,Lane,12571949,12623208,12764349,13376228
OR,Lincoln,1373001,1307893,1357157,1355887
OR,Linn,3196855,3380690,3503803,3735346
OR,Malheur,938866,924325,962568,1007299
OR,Marion,11216335,11542728,12285063,13069951
OR,Morrow,740115,843400,914479,1043872
OR,Multnomah,51320408,50986449,52876979,55146966
OR,Polk,1241254,1266649,1340308,1408833
OR,Sherman,619519,533867,502792,484276
OR,Tillamook,652077,659049,677924,719017
OR,Umatilla,3041249,3070961,3041095,3043632
OR,Union,734610,721449,735285,795166
OR,Wallowa,321627,259350,269459,279295
OR,Wasco,1083948,1036507,1039048,1055520
OR,Washington,37215292,37697971,39421746,41825629
OR,Wheeler,23145,22198,28629,38816
OR,Yamhill,2547284,2695222,2861343,2945410
PA,Adams,2924119,2983069,3008404,3043590
PA,Allegheny,83406026,82424665,84396670,85882363
PA,Armstrong,2660408,2738864,3022953,2945147
PA,Beaver,6374575,6331054,6311281,6110295
PA,Bedford,1177301,1211737,1223657,1268943
PA,Berks,15864353,16030505,16897789,17656036
PA,Blair,4750095,4772641,4789747,4813762
PA,Bradford,2543767,2661249,2851300,2978713
PA,Bucks,28425041,29503190,29258736,28848466
PA,Butler,8314655,8790256,9180617,9174180
PA,Cambria,4105736,4063606,4101776,4061625
PA,Cameron,146651,156976,167085,159452
PA,Carbon,1759381,1791236,1679827,1621050
PA,Centre,7248047,7684425,8075522,8116164
PA,Chester,38441468,38209140,38142525,40689000
PA,Clarion,1202816,1125079,1091357,1115234
PA,Clearfield,2348928,2362161,2380211,2335314
PA,Clinton,1258380,1325197,1393281,1381266
PA,Columbia,2040715,2056310,2056414,2072925
PA,Crawford,2352050,2326914,2369827,2328900
PA,Cumberland,12971265,12895068,13182315,13067718
PA,Dauphin,19000492,19565858,20394672,21107585
PA,Delaware,26670305,27318563,27640467,27346092
PA,Elk,1128417,1106652,1193713,1182106
PA,Erie,10298979,10221269,10376196,10095366
PA,Fayette,3326392,3358363,3409106,3547223
PA,Forest,207081,201510,214462,284825
PA,Franklin,4500786,4762946,4818666,4864483
PA,Fulton,416440,442968,442440,432736
PA,Greene,3001243,3286840,3489687,3259973
PA,Huntingdon,951467,958253,969771,966260
PA,Indiana,4186318,4220998,4377118,4413947
PA,Jefferson,1366765,1325236,1429202,1609984
PA,Juniata,471681,491733,507430,522893
PA,Lackawanna,7727610,7920921,8123502,8178125
PA,Lancaster,22425145,23120628,23507101,24680496
PA,Lawrence,2533760,2550405,2593290,2580305
PA,Lebanon,4366798,4424101,4623928,4636881
PA,Lehigh,19224736,20114998,22186671,22893004
PA,Luzerne,12970235,14155660,13901582,14903983
PA,Lycoming,5049431,5197469,5482527,5252877
PA,McKean,1868601,1767925,1991932,2229041
PA,Mercer,3879815,3810415,3763700,3894396
PA,Mifflin,1211764,1217715,1219505,1263807
PA,Monroe,5391535,5172961,5128904,4986585
PA,Montgomery,71166257,73946625,73936537,76285849
PA,Montour,1817858,1937112,1767354,1771806
PA,Northampton,10402557,10695102,10956147,10938687
PA,Northumberland,2338092,2342245,2434132,2517544
PA,Perry,632288,633687,634987,637435
PA,Philadelphia,103763713,103120440,104154818,105642936
PA,Pike,823865,837796,901837,946380
PA,Potter,565164,494085,552972,568390
PA,Schuylkill,3946247,4142185,4177462,4162678
PA,Snyder,1076506,1104025,1110539,1090797
PA,Somerset,2352464,2266400,2509652,2344121
PA,Sullivan,129685,130272,141782,135636
PA,Susquehanna,1039679,1119039,1189777,1378744
PA,Tioga,1228480,1297278,1325993,1481283
PA,Union,1343932,1376451,1435365,1423460
PA,Venango,1592898,1632326,1641997,1600257
PA,Warren,1423933,1708208,2309444,2026371
PA,Washington,11609090,12036113,13198168,14943520
PA,Wayne,1293175,1308546,1267156,1236960
PA,Westmoreland,11856398,12025672,12752838,12590287
PA,Wyoming,1097430,1146807,1260489,1552110
PA,York,17326011,17862722,17788741,17784846
RI,Bristol,1301303,1358472,1357914,1346723
RI,Kent,9772967,8732946,8696086,8737696
RI,Newport,5276581,5402905,5349302,5247334
RI,Providence,30195163,31025118,31266373,31984280
RI,Washington,5096008,5563474,5536041,5718050
SC,Abbeville,437917,426823,406917,403490
SC,Aiken,5941208,5790929,5766008,5646124
SC,Allendale,284484,281434,274466,280100
SC,Anderson,5119878,5137180,4949180,5225118
SC,Bamberg,259482,253671,254770,244702
SC,Barnwell,375903,363720,448297,496706
SC,Beaufort,6850204,6831122,6853982,6919948
SC,Berkeley,5340789,5350165,5880314,6193694
SC,Calhoun,373037,475171,543955,658104
SC,Charleston,23299716,24599032,24865440,25622801
SC,Cherokee,1400452,1385594,1398135,1474406
SC,Chester,763220,789325,781813,811648
SC,Chesterfield,1090486,1142432,1235453,1302919
SC,Clarendon,473093,473017,455002,465661
SC,Colleton,835993,773671,754798,784021
SC,Darlington,1960829,2067913,2033881,2046548
SC,Dillon,611997,616165,692829,784035
SC,Dorchester,2579776,2510329,2403259,2464512
SC,Edgefield,420238,444451,478693,506540
SC,Fairfield,965844,1086189,1185801,1405278
SC,Florence,5505786,5574597,5815378,6069516
SC,Georgetown,2068101,2119603,2292765,2295299
SC,Greenville,24214698,24270833,25044139,26046269
SC,Greenwood,2506718,2430923,2538831,2643362
SC,Hampton,393282,383144,377453,375995
SC,Horry,10978255,11093604,11223200,11667888
SC,Jasper,732469,776017,828830,846949
SC,Kershaw,1500510,1482448,1496571,1538378
SC,Lancaster,1746164,1666346,1788039,1956051
SC,Laurens,1411057,2036649,3187535,3426671
SC,Lee,249459,251492,245572,246624
SC,Lexington,8550335,8819288,8986270,9322361
SC,McCormick,138176,150978,151764,153906
SC,Marion,443671,445715,420281,402991
SC,Marlboro,612943,637340,634643,644335
SC,Newberry,1133998,1105670,1070961,1105477
SC,Oconee,3007365,3053028,2963911,3072533
SC,Orangeburg,2779499,2865007,2830605,2828675
SC,Pickens,2847944,2952809,2926941,2920125
SC,Richland,20953223,21205806,21545759,21871785
SC,Saluda,261320,247772,250901,259159
SC,Spartanburg,10981803,11073568,11232807,11665425
SC,Sumter,3457456,3391877,3361823,3366546
SC,Union,674821,816010,707540,694387
SC,Williamsburg,597656,593630,583592,607725
SC,York,8243587,8696719,9111916,9488936
SD,Aurora,105303,130808,144985,148688
SD,Beadle,721233,749040,771714,828767
SD,Bennett,76395,79994,77481,78714
SD,Bon Homme,160066,169705,170471,179674
SD,Brookings,1636155,1701442,1715903,1840775
SD,Brown,2440301,2505460,2539417,2683080
SD,Brule,209641,208902,200631,206003
SD,Buffalo,98587,89736,94108,91848
SD,Butte,245086,244641,246358,245109
SD,Campbell,75717,85580,83963,89099
SD,Charles Mix,387662,391084,381623,402948
SD,Clark,163669,167325,161809,177433
SD,Clay,433203,477814,514319,555515
SD,Codington,1391532,1365452,1289250,1283515
SD,Corson,101906,111180,104209,102353
SD,Custer,182325,188465,205164,208454
SD,Davison,996592,1019543,1006031,998117
SD,Day,226710,260040,257307,271523
SD,Deuel,226663,238408,246513,221240
SD,Dewey,166132,158590,157841,159044
SD,Douglas,135711,170703,175203,189957
SD,Edmunds,208386,237002,231240,244905
SD,Fall River,243588,315448,303779,311841
SD,Faulk,129869,163045,156036,154621
SD,Grant,523630,594462,550982,515162
SD,Gregory,127510,142059,140814,147444
SD,Haakon,87056,96810,91734,94275
SD,Hamlin,208691,213211,215048,223541
SD,Hand,203349,231933,220899,240860
SD,Hanson,92903,107977,103139,107547
SD,Harding,65079,73675,73851,72535
SD,Hughes,1057915,1107835,1187480,1182616
SD,Hutchinson,253169,260214,253914,280350
SD,Hyde,95423,94788,90007,93996
SD,Jackson,64450,67237,67385,71596
SD,Jerauld,174295,174566,170119,175123
SD,Jones,56908,62558,61951,60635
SD,Kingsbury,258500,273250,235822,226721
SD,Lake,426723,465815,458969,467708
SD,Lawrence,928677,966779,950585,960359
SD,Lincoln,1605583,1771644,1922700,2024335
SD,Lyman,142131,154208,151021,151982
SD,McCook,178405,189146,177434,177212
SD,McPherson,98686,109971,97195,96662
SD,Marshall,237918,257199,248902,252436
SD,Meade,558452,559930,563685,581681
SD,Mellette,38373,43156,43212,45460
SD,Miner,93990,106664,101853,104603
SD,Minnehaha,15560633,14554510,14956999,15211106
SD,Moody,247009,281047,283139,340276
SD,Oglala Lakota,250790,231933,233446,233581
SD,Pennington,4865160,4788228,4836595,4977817
SD,Perkins,126345,138949,134967,142892
SD,Potter,134524,144430,143270,152455
SD,Roberts,320439,342831,338975,355603
SD,Sanborn,111883,123142,120881,122050
SD,Spink,350625,395969,411043,415413
SD,Stanley,112194,114623,107504,111316
SD,Sully,143160,160230,148265,151718
SD,Todd,194923,188858,183592,188669
SD,Tripp,237159,265768,264947,275508
SD,Turner,256459,264408,261308,324488
SD,Union,973267,1035377,1049404,1057071
SD,Walworth,199011,213956,216804,231986
SD,Yankton,972971,957884,943488,983538
SD,Ziebach,47835,50576,46859,46091
TN,Anderson,4043253,4113249,4148194,4065817
TN,Bedford,1709181,1758024,1786311,1745346
TN,Benton,276949,274403,274691,286510
TN,Bledsoe,145800,152464,146805,150775
TN,Blount,3907789,4089291,4127236,4188930
TN,Bradley,4118130,4064293,3934834,4264901
TN,Campbell,755514,763911,794165,796260
TN,Cannon,177962,184751,185293,191320
TN,Carroll,619499,619301,604000,625698
TN,Carter,762008,749096,737286,754177
TN,Cheatham,716277,727433,723993,768092
TN,Chester,283342,273638,269873,270722
TN,Claiborne,615595,621669,613334,615511
TN,Clay,144919,148817,141924,151052
TN,Cocke,599928,723527,804307,929036
TN,Coffee,2137507,2237789,2307260,2474051
TN,Crockett,387966,428433,447186,457949
TN,Cumberland,1406821,1378425,1397361,1432850
TN,Davidson,52747808,52817302,55282074,57914358
TN,Decatur,285956,283240,270565,267599
TN,DeKalb,529187,543348,540973,548095
TN,Dickson,1242195,1279759,1316295,1366105
TN,Dyer,1303708,1276460,1228140,1290136
TN,Fayette,765837,782685,749142,740526
TN,Fentress,345567,358603,356617,362775
TN,Franklin,790897,823223,851037,863168
TN,Gibson,1193530,1237697,1241173,1196796
TN,Giles,788056,803801,809456,837123
TN,Grainger,253871,256423,267565,265459
TN,Greene,1835480,1919933,1923058,2004198
TN,Grundy,162594,163629,153596,149493
TN,Hamblen,2521733,2497764,2556447,2632581
TN,Hamilton,20592625,20452156,21110087,21810400
TN,Hancock,60855,61875,61765,62793
TN,Hardeman,512173,534410,507894,496201
TN,Hardin,868869,780149,767499,751887
TN,Hawkins,1191802,1418095,1495711,1597431
TN,Haywood,568453,557884,494883,516847
TN,Henderson,749967,673208,647804,645609
TN,Henry,1111916,1144483,1109614,1130621
TN,Hickman,279537,270526,268624,267646
TN,Houston,104803,98527,93510,94528
TN,Humphreys,572992,592901,576200,578451
TN,Jackson,133979,140947,134218,134176
TN,Jefferson,1115113,1166083,1181855,1205681
TN,Johnson,304371,301553,296387,307262
TN,Knox,21980125,22140032,22827211,23652347
TN,Lake,111632,136161,160433,200536
TN,Lauderdale,656241,667273,688550,747353
TN,Lawrence,822240,843789,854556,906071
TN,Lewis,179663,180503,185099,189295
TN,Lincoln,767246,776868,747041,742563
TN,Loudon,1322466,1356519,1369357,1395439
TN,McMinn,1616248,1658876,1636954,1687245
TN,McNairy,471608,470475,507842,526844
TN,Macon,346230,355607,360084,371423
TN,Madison,4900926,4847852,4861190,4831935
TN,Marion,593601,607238,605566,621114
TN,Marshall,670371,692788,716200,751518
TN,Maury,2627377,2675022,2685799,2711695
TN,Meigs,156668,183367,176994,156244
TN,Monroe,1025246,1022377,985738,1003627
TN,Montgomery,4415309,4475407,4656302,4705498
TN,Moore,137349,138831,139508,145934
TN,Morgan,234027,227220,220046,214354
TN,Obion,810855,860546,864251,958649
TN,Overton,367423,377901,383188,397083
TN,Perry,129823,120430,118844,120623
TN,Pickett,79958,82425,77267,91590
TN,Polk,207623,210259,196238,194557
TN,Putnam,2633752,2768472,2923213,3094674
TN,Rhea,1054919,1118774,1181420,1193777
TN,Roane,2039641,1917363,1851325,1851833
TN,Robertson,1657513,1817904,1865585,1935959
TN,Rutherford,11460376,11974500,12495728,12490114
TN,Scott,350013,391568,423996,449291
TN,Sequatchie,215346,209822,213853,210435
TN,Sevier,3532110,3423914,3493801,3557671
TN,Shelby,59257970,58640053,58153129,58827683
TN,Smith,506655,533268,539493,538230
TN,Stewart,696032,633815,562782,563593
TN,Sullivan,7008186,7093474,6818776,7191135
TN,Sumner,4563015,4911930,5019288,5198361
TN,Tipton,856402,871166,874946,896438
TN,Trousdale,121022,121961,114952,121118
TN,Unicoi,517962,542806,528819,530941
TN,Union,246789,213355,207741,215548
TN,Van Buren,72134,65477,62393,59091
TN,Warren,1092859,1124077,1153731,1152871
TN,Washington,5069271,5247566,5294336,5509607
TN,Wayne,251727,245993,240702,237570
TN,Weakley,824585,832366,827663,832750
TN,White,550010,547289,542173,534682
TN,Williamson,15223426,16208807,16519772,17973249
TN,Wilson,3547480,3695689,3872040,4110632
TX,Anderson,1658527,1677048,1729907,1672813
TX,Andrews,1018074,1127725,1233168,1223220
TX,Angelina,3184399,3123503,3230226,3186301
TX,Aransas,528779,541939,544396,541068
TX,Archer,253119,300260,295986,280175
TX,Armstrong,31430,32271,33306,39339
TX,Atascosa,1514256,1776673,2009953,2358265
TX,Austin,1070796,1114520,1101326,1233130
TX,Bailey,227048,265055,262836,295765
TX,Bandera,250444,277321,286573,287923
TX,Bastrop,1626854,1648069,1679359,1752446
TX,Baylor,87331,95027,95795,119672
TX,Bee,857903,883569,877061,845484
TX,Bell,14196434,13882730,13792025,14182794
TX,Bexar,84548540,88939134,96033849,102551558
TX,Blanco,269593,311883,256986,285784
TX,Borden,42502,45092,51787,86852
TX,Bosque,379958,462690,477423,511881
TX,Bowie,3323687,3312725,3419613,3596788
